time_tag,satellite,He,Hp,Hn,total,arcjet_flag
2024-08-17T01:03:00Z,16,50.47947311,80.39280701,-5.516032696,95.08742523,False
2024-08-17T01:04:00Z,16,50.45298004,80.31381989,-5.537007809,95.00780487,False
2024-08-17T01:05:00Z,16,50.47760773,80.32068634,-5.53821373,95.02676392,False
2024-08-17T01:06:00Z,16,50.51543045,80.19405365,-5.501125336,94.93773651,False
2024-08-17T01:07:00Z,16,50.588974,80.15713501,-5.600720882,94.95153046,False
2024-08-17T01:08:00Z,16,50.63211441,79.98652649,-5.476283073,94.82334137,False
2024-08-17T01:09:00Z,16,50.66465378,79.91094971,-5.618151188,94.78527069,False
2024-08-17T01:10:00Z,16,50.76314926,79.78578949,-5.696596622,94.73721313,False
2024-08-17T01:11:00Z,16,50.72982407,79.66152191,-5.91491127,94.62807465,False
2024-08-17T01:12:00Z,16,50.77205276,79.57415771,-5.93499279,94.57848358,False
2024-08-17T01:13:00Z,16,50.86736298,79.4673996,-5.888107777,94.53701019,False
2024-08-17T01:14:00Z,16,50.86217117,79.42765808,-5.945807457,94.50441742,False
2024-08-17T01:15:00Z,16,50.89779282,79.37058258,-5.988808632,94.47830963,False
2024-08-17T01:16:00Z,16,50.96062088,79.33721924,-5.897838116,94.4784317,False
2024-08-17T01:17:00Z,16,50.93302155,79.28857422,-5.964963436,94.42692566,False
2024-08-17T01:18:00Z,16,50.89110565,79.28204346,-5.999628067,94.40101624,False
2024-08-17T01:19:00Z,16,50.78694153,79.22427368,-6.069024086,94.30081177,False
2024-08-17T01:20:00Z,16,50.68222427,79.24906158,-6.05001688,94.26411438,False
2024-08-17T01:21:00Z,16,50.31622696,79.19180298,-5.880874634,94.00889587,False
2024-08-17T01:22:00Z,16,50.24711227,78.84035492,-5.83432436,93.67317963,False
2024-08-17T01:23:00Z,16,50.52141953,78.88452911,-5.955224991,93.86517334,False
2024-08-17T01:24:00Z,16,50.53283691,79.06371307,-5.813289165,94.01326752,False
2024-08-17T01:25:00Z,16,49.59009933,79.36479187,-5.12432766,93.72544861,False
2024-08-17T01:26:00Z,16,49.07381439,78.95032501,-5.037864208,93.09610748,False
2024-08-17T01:27:00Z,16,50.37012863,78.31291199,-5.632218838,93.28429413,False
2024-08-17T01:28:00Z,16,50.37589645,79.10281372,-5.546983719,93.94589233,False
2024-08-17T01:29:00Z,16,49.43149567,79.18809509,-4.817974091,93.47616577,False
2024-08-17T01:30:00Z,16,49.07418442,78.79160309,-5.074780464,92.96382141,False
2024-08-17T01:31:00Z,16,49.68874359,78.95014191,-5.458051682,93.44579315,False
2024-08-17T01:32:00Z,16,49.72908783,79.00330353,-5.339725494,93.5043335,False
2024-08-17T01:33:00Z,16,49.75253296,78.87836456,-5.166620731,93.4019165,False
2024-08-17T01:34:00Z,16,49.92457962,78.80156708,-5.301368237,93.43625641,False
